@relation Nomao

@attribute c2 numeric
@attribute c3 numeric
@attribute c4 numeric
@attribute c5 numeric
@attribute c6 numeric
@attribute c7 numeric
@attribute c8 {s,n}
@attribute c9 {s,n}
@attribute c10 numeric
@attribute c11 numeric
@attribute c12 numeric
@attribute c13 numeric
@attribute c14 numeric
@attribute c15 numeric
@attribute c16 {m,s,n}
@attribute c17 {m,s,n}
@attribute c18 numeric
@attribute c19 numeric
@attribute c20 numeric
@attribute c21 numeric
@attribute c22 numeric
@attribute c23 numeric
@attribute c24 {m,s,n}
@attribute c25 {m,s,n}
@attribute c26 numeric
@attribute c27 numeric
@attribute c28 numeric
@attribute c29 numeric
@attribute c30 numeric
@attribute c31 numeric
@attribute c32 {m,s,n}
@attribute c33 {m,s,n}
@attribute c34 numeric
@attribute c35 numeric
@attribute c36 numeric
@attribute c37 numeric
@attribute c38 numeric
@attribute c39 numeric
@attribute c40 {m,s,n}
@attribute c41 {m,s,n}
@attribute c42 numeric
@attribute c43 numeric
@attribute c44 numeric
@attribute c45 numeric
@attribute c46 numeric
@attribute c47 numeric
@attribute c48 {m,s,n}
@attribute c49 {m,s,n}
@attribute c50 numeric
@attribute c51 numeric
@attribute c52 numeric
@attribute c53 numeric
@attribute c54 numeric
@attribute c55 numeric
@attribute c56 {s,m,n}
@attribute c57 {s,m,n}
@attribute c58 numeric
@attribute c59 numeric
@attribute c60 numeric
@attribute c61 numeric
@attribute c62 numeric
@attribute c63 numeric
@attribute c64 {n,s,m}
@attribute c65 {n,s,m}
@attribute c66 numeric
@attribute c67 numeric
@attribute c68 numeric
@attribute c69 numeric
@attribute c70 numeric
@attribute c71 numeric
@attribute c72 {s,n,m}
@attribute c73 {s,n,m}
@attribute c74 numeric
@attribute c75 numeric
@attribute c76 numeric
@attribute c77 numeric
@attribute c78 numeric
@attribute c79 numeric
@attribute c80 {s,n,m}
@attribute c81 {s,n,m}
@attribute c82 numeric
@attribute c83 numeric
@attribute c84 numeric
@attribute c85 numeric
@attribute c86 numeric
@attribute c87 numeric
@attribute c88 {s,m,n}
@attribute c89 {s,m,n}
@attribute c90 numeric
@attribute c91 numeric
@attribute c92 numeric
@attribute c93 {m,n,s}
@attribute c94 numeric
@attribute c95 numeric
@attribute c96 numeric
@attribute c97 {m,s,n}
@attribute c98 numeric
@attribute c99 numeric
@attribute c100 numeric
@attribute c101 {s,n,m}
@attribute c102 numeric
@attribute c103 numeric
@attribute c104 numeric
@attribute c105 {s,n,m}
@attribute c106 numeric
@attribute c107 numeric
@attribute c108 numeric
@attribute c109 {s,n,m}
@attribute c110 numeric
@attribute c111 numeric
@attribute c112 numeric
@attribute c113 {n,m,s}
@attribute c114 numeric
@attribute c115 numeric
@attribute c116 numeric
@attribute c117 {n,m,s}
@attribute c118 numeric
@attribute c119 numeric
@attribute class {1,-1}

@data
1,0.333333,0.5,0.5,0.421053,0.447368,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.666667,0.5,0.862245,0.714286,0.789474,0.842105,n,n,?,?,?,?,?,?,m,m,0,0,0.5,0.285714,0.5,0.285714,n,n,1,1,1,1,1,1,s,s,0.666667,0.571429,0.848901,0.736264,0.780488,0.723404,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0.181818,0.090909,n,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.998895,0.5,0.285714,n,0.996255,0.444444,0.285714,n,1,0.999985,-1
0,0,0.206667,0.05,0.142857,0.043478,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.25,0.166667,0.354286,0.215385,0.375,0.128205,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.571429,0.444444,0.596429,0.509615,0.659091,0.431034,n,n,0.571429,0.5,0.617143,0.54359,0.725,0.454545,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.142857,0.666667,0.333333,n,0.996458,0.6,0.25,n,0.998825,0.5,0.3125,n,0.996393,0.666667,0.285714,n,0.998891,0.666667,0.333333,n,0.999986,0.999986,-1
1,0.833333,0.909091,0.909091,0.853659,0.853659,s,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.918919,0.945946,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.177381,0.05,0.083333,0.04,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.135522,0,0.125,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.6,0.6,0.618182,0.6,0.555556,0.35,n,n,0.6,0.6,0.618182,0.6,0.666667,0.458333,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.001142,0.6,0.375,n,?,?,?,m,?,?,?,n,0.999427,0.555556,0.333333,n,0.999958,0.7,0.466667,n,0.999436,0.625,0.416667,n,0.99996,0.888889,0.538462,n,1,1,-1
0,0,0.085714,0,0.2,0,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.138095,0,0.190476,0,n,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.5,0.5,0.569048,0.5,0.585366,0.384615,n,n,0.5,0.428571,0.540659,0.461538,0.585366,0.363636,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.98274,0.4,0.176471,n,0.991645,0.5,0.294118,n,0.981094,0.5,0.230769,n,0.992106,0.555556,0.384615,n,0.999621,0.999566,-1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.878788,0.878788,s,n,0.857143,0.857143,0.904762,0.892857,0.891892,0.842105,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,s,?,?,?,m,1,1,1,s,0.999986,0.666667,0.428571,n,0.999991,0.7,0.466667,n,1,0.777778,0.636364,n,1,0.8,0.615385,n,1,1,1
0,0,0.214286,0.051282,0.208333,0.051282,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.285714,0.444444,0.444444,0.243243,0.27027,s,n,1,0.285714,0.444444,0.444444,0.243243,0.27027,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,s,?,?,?,m,?,?,?,n,0.984541,0.5,0.1875,n,0.995096,0.5,0.294118,n,0.984541,0.5,0.1875,n,0.995096,0.5,0.294118,n,0.999729,0.999729,1
0.666667,0.5,0.632653,0.571429,0.571429,0.448276,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.4,0.333333,0.533333,0.380165,0.555556,0.301887,n,n,0.5,0.5,0.663889,0.515152,0.65,0.410714,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.99562,0.444444,0.176471,n,0.989593,0.3,0.157895,n,0.995262,0.375,0.2,n,0.990731,0.333333,0.176471,n,0.99987,0.99989,-1
0.5,0.25,0.527778,0.37037,0.181818,0.413793,n,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1
0.75,0.75,0.975,0.903846,0.966667,0.848485,n,n,0,0,0.419643,0.076923,0.277778,0.08,n,n,0,0,0.5,0.333333,0.5,0.333333,n,n,1,1,1,1,0.7,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.875,0.7,0.861111,0.833333,0.666667,0.763636,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,0.999386,0.625,0.307692,n,0.999895,0.777778,0.461538,n,1,1,1
1,0.5,0.666667,0.666667,0.5,0.636364,s,n,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.333333,0.5,0.5,0.28125,0.3125,s,n,1,0.333333,0.5,0.5,0.361111,0.388889,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.999913,0.6,0.333333,n,0.998088,0.4,0.222222,n,?,?,?,m,?,?,?,m,0.999996,?,-1
1,0.6,0.75,0.75,0.59375,0.625,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999963,0.666667,0.428571,n,0.999988,0.7,0.466667,n,?,?,?,m,?,?,?,m,1,?,1
0.5,0.2,0.513265,0.38961,0.242424,0.216216,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.333333,0,0.333333,0,n,n,1,1,1,1,1,1,s,s,1,0.833333,0.909091,0.909091,0.666667,0.825,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.02439,0.909091,0.6,n,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0.666667,0.5,0.681633,0.571429,0.642857,0.441176,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.857143,0.97619,0.904762,1,1,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999859,0.555556,0.384615,n,0.99996,0.8,0.466667,n,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.8,0.5,0.8,0.5,n,n,0.25,0.25,0.392857,0.3125,0.352941,0.166667,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.428571,0.428571,0.653061,0.535714,0.625,0.382979,n,n,0.428571,0.428571,0.653061,0.535714,0.666667,0.431373,n,n,0,0,0.8,0.5,0.8,0.5,n,n,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,0.009346,0.4,0.222222,n,0.98546,0.333333,0.176471,n,0.998105,0.6,0.294118,n,0.98546,0.333333,0.176471,n,0.998105,0.6,0.294118,n,0.999779,0.999779,-1
0,0,0.116071,0,0.111111,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.9,0.75,0.9,0.75,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
1,0.8,0.888889,0.888889,0.8125,0.8,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.5,0.666667,0.666667,0.482759,0.5,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.99986,0.555556,0.384615,n,0.999879,0.6,0.428571,n,1,1,1
1,0.6,0.75,0.75,0.571429,0.586207,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.75,0.819048,0.8,0.627907,0.591837,n,n,0.666667,0.666667,0.694444,0.666667,0.784314,0.606557,n,n,0.5,0.5,0.5,0.5,0.833333,0.555556,n,n,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.997727,0.5,0.2,n,0.995703,0.5,0.294118,n,?,?,?,m,?,?,?,m,0.999976,?,1
0.571429,0.571429,0.65,0.571429,0.622222,0.5,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.875,0.875,0.95,0.902778,0.97561,0.918919,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,1,0.888889,0.727273,n,1,0.9,0.75,n,1,1,1
0.5,0.333333,0.466667,0.4,0.4,0.193548,n,n,0,0,0.203704,0,0.125,0,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,0.125,0.222222,0.222222,0.111111,0.133333,s,n,1,0.285714,0.444444,0.444444,0.285714,0.309524,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,0.984116,0.444444,0.1875,n,0.996134,0.5,0.294118,n,0.99936,0.444444,0.266667,n,0.996075,0.5,0.166667,n,0.999724,0.999984,-1
0.5,0.5,0.6,0.5,0.692308,0.470588,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1
1,0.666667,0.8,0.8,0.263158,0.7,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.666667,0.8,0.8,0.538462,0.555556,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999693,0.7,0.285714,n,0.999912,0.6,0.375,n,0.999985,0.777778,0.454545,n,0.999991,0.777778,0.538462,n,1,1,1
0,0,0.193333,0,0.111111,0,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,1,1,-1
1,0.8,0.888889,0.888889,0.85,0.846154,s,n,1,0.5,0.666667,0.666667,0.454545,0.5,s,n,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.810811,0.810811,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.75,0.857143,0.857143,0.785714,0.785714,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.571429,0.571429,0.763492,0.653061,0.452381,0.538462,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.25,0.4,0.4,0.178571,0.206897,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.75,0.933333,0.860606,0.928571,0.928571,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.000084,0.545455,0.333333,n,1,1,1,s,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.857143,0.923077,0.923077,0.870968,0.875,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999521,0.625,0.416667,n,0.999819,0.777778,0.461538,n,1,1,1
0.5,0.166667,0.361111,0.25,0.307692,0.183673,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0.666667,0.666667,0.666667,0.666667,0.866667,0.684211,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.666667,0.666667,0.722222,0.708333,0.837838,0.714286,n,n,0.833333,0.833333,0.833333,0.833333,0.945946,0.853659,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.0625,0.5,0.25,n,0.998085,0.555556,0.25,n,0.997452,0.6,0.3125,n,?,?,?,m,?,?,?,m,0.99999,?,-1
1,0.833333,0.909091,0.909091,0.555556,0.833333,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,0.571429,0.727273,0.727273,0.463415,0.463415,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,0.999958,0.666667,0.461538,n,0.999919,0.6,0.375,n,?,?,?,m,?,?,?,m,1,?,1
1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.6,0.333333,0.6,0.333333,n,n,0,0,0.2875,0.08415,0.346154,0.048781,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.285714,0.285714,0.55,0.381419,0.536585,0.237288,n,n,0.285714,0.285714,0.55,0.381419,0.577778,0.285714,n,n,0,0,0.6,0.333333,0.6,0.333333,n,n,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,0.058824,0.5,0.25,n,0.989977,0.333333,0.176471,n,0.994905,0.5,0.222222,n,0.989977,0.333333,0.176471,n,0.994905,0.5,0.222222,n,0.999871,0.999871,-1
0.4,0.4,0.634444,0.4875,0.25,0.386364,n,n,1,0.5,0.666667,0.666667,0.5,0.545455,s,n,?,?,?,?,?,?,m,m,0.8,0.666667,0.80303,0.763636,0.6,0.583333,n,n,?,?,?,?,?,?,m,m,0,0,0.5,0.285714,0.5,0.285714,n,n,1,1,1,1,1,1,s,s,0.714286,0.5,0.723529,0.645378,0.477273,0.415094,n,n,1,0.375,0.545455,0.545455,0.514286,0.558824,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.986826,0.333333,0.2,n,0.998864,0.5,0.294118,n,?,?,?,m,?,?,?,m,0.999821,?,1
1,0.666667,0.8,0.8,0.45,0.47619,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.75,0.6,0.666667,0.666667,0.555556,0.46875,n,n,0.5,0.428571,0.661538,0.538462,0.6,0.403846,n,n,0,0,0.8,0.5,0.8,0.5,n,n,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,0.991593,0.333333,0.176471,n,0.998742,0.5,0.294118,n,?,?,?,m,?,?,?,m,0.999927,?,1
1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.625,0.769231,0.769231,0.547619,0.512821,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999977,0.555556,0.454545,n,0.999972,0.7,0.583333,n,1,1,1
1,0.666667,0.8,0.8,0.75,0.769231,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.9,0.947368,0.947368,0.928571,0.923077,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,0.999951,0.625,0.416667,n,0.999997,0.615385,0.411765,n,1,1,1
1,0.666667,0.8,0.8,0.769231,0.785714,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.857143,0.857143,0.904762,0.892857,0.911111,0.863636,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
1,0.75,0.857143,0.857143,0.842105,0.85,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.183838,0.025,0.238095,0.029412,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.875,0.875,0.916667,0.90625,0.927273,0.890909,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
1,0.4,0.571429,0.571429,0.405405,0.432432,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,1,0.666667,0.8,0.8,0.5625,0.6,s,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0.666667,0.666667,0.7,0.666667,0.64,0.46875,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.571429,0.571429,0.714286,0.640816,0.444444,0.465517,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,?,?,?,n,1,1,1,s,1,1,1,s,0.999993,0.636364,0.375,n,0.999943,0.636364,0.307692,n,1,1,1
0,0,0.181061,0.044444,0.208333,0.060606,n,n,0,0,0.307692,0,0.307692,0,n,n,0,0,0.25,0.111111,0.25,0.111111,n,n,0,0,0.405048,0.15846,0.473684,0.133333,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,0,0,0.307692,0,0.307692,0,n,n,0.2,0.2,0.524038,0.326768,0.512195,0.174603,n,n,0.2,0.2,0.524038,0.326768,0.6,0.28169,n,n,0,0,0.25,0.111111,0.25,0.111111,n,n,1,1,1,1,1,1,s,s,0,0.3,0.047619,n,0,0.3,0.047619,n,?,?,?,n,0.509441,0.222222,0,n,0.938831,0.5,0.3125,n,0.509422,0.375,0,n,0.938853,0.444444,0.1875,n,0.517735,0.517697,-1
1,0.5,0.666667,0.666667,0.8,0.818182,s,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.75,0.5,0.781818,0.726435,0.75,0.65625,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,s,?,?,?,m,1,1,1,s,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,1
0,0,0.083333,0,0.142857,0,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,0,0,0.213333,0.022222,0.2,0.020408,n,n,?,?,?,?,?,?,m,m,?,?,?,?,?,?,m,m,1,1,1,1,1,1,s,s,0.25,0.25,0.424405,0.291667,0.431818,0.228571,n,n,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,1,1,1,1,1,1,s,s,?,?,?,m,?,?,?,m,0.052632,0.5,0.285714,n,1,1,1,s,1,1,1,s,?,?,?,m,?,?,?,m,1,?,-1
